timestamp,symbol,price,volume
2025-06-20T10:00:00Z,RELIANCE,2519.55,339
2025-06-20T10:00:01Z,RELIANCE,2494.69,885
2025-06-20T10:00:02Z,RELIANCE,2517.05,726
2025-06-20T10:00:03Z,RELIANCE,2547.49,386
2025-06-20T10:00:04Z,RELIANCE,2550.82,807
2025-06-20T10:00:05Z,RELIANCE,2568.66,743
2025-06-20T10:00:06Z,RELIANCE,2541.24,389
2025-06-20T10:00:07Z,RELIANCE,2400.05,608
2025-06-20T10:00:08Z,RELIANCE,2578.66,761
2025-06-20T10:00:09Z,RELIANCE,2420.24,766
2025-06-20T10:00:10Z,RELIANCE,2466.09,664
2025-06-20T10:00:11Z,RELIANCE,2591.77,688
2025-06-20T10:00:12Z,RELIANCE,2519.91,465
2025-06-20T10:00:13Z,RELIANCE,2427.26,781
2025-06-20T10:00:14Z,RELIANCE,2466.73,548
2025-06-20T10:00:15Z,RELIANCE,2526.74,834
2025-06-20T10:00:16Z,RELIANCE,2575.7,911
2025-06-20T10:00:17Z,RELIANCE,2476.96,212
2025-06-20T10:00:18Z,RELIANCE,2492.26,583
2025-06-20T10:00:19Z,RELIANCE,2581.63,736
2025-06-20T10:00:20Z,RELIANCE,2547.49,398
2025-06-20T10:00:21Z,RELIANCE,2559.08,945
2025-06-20T10:00:22Z,RELIANCE,2450.72,575
2025-06-20T10:00:23Z,RELIANCE,2401.71,706
2025-06-20T10:00:24Z,RELIANCE,2459.22,927
2025-06-20T10:00:25Z,RELIANCE,2462.45,961
2025-06-20T10:00:26Z,RELIANCE,2485.3,572
2025-06-20T10:00:27Z,RELIANCE,2404.3,303
2025-06-20T10:00:28Z,RELIANCE,2545.95,976
2025-06-20T10:00:29Z,RELIANCE,2521.66,599
2025-06-20T10:00:30Z,RELIANCE,2490.22,956
2025-06-20T10:00:31Z,RELIANCE,2589.23,280
2025-06-20T10:00:32Z,RELIANCE,2510.88,285
2025-06-20T10:00:33Z,RELIANCE,2473.22,976
2025-06-20T10:00:34Z,RELIANCE,2482.88,256
2025-06-20T10:00:35Z,RELIANCE,2512.69,980
2025-06-20T10:00:36Z,RELIANCE,2400.42,274
2025-06-20T10:00:37Z,RELIANCE,2455.47,551
2025-06-20T10:00:38Z,RELIANCE,2523.08,457
2025-06-20T10:00:39Z,RELIANCE,2463.72,615
2025-06-20T10:00:40Z,RELIANCE,2587.88,845
2025-06-20T10:00:41Z,RELIANCE,2471.93,380
2025-06-20T10:00:42Z,RELIANCE,2561.67,585
2025-06-20T10:00:43Z,RELIANCE,2509.06,357
2025-06-20T10:00:44Z,RELIANCE,2435.34,245
2025-06-20T10:00:45Z,RELIANCE,2458.57,862
2025-06-20T10:00:46Z,RELIANCE,2521.34,722
2025-06-20T10:00:47Z,RELIANCE,2426.21,881
2025-06-20T10:00:48Z,RELIANCE,2569.02,279
2025-06-20T10:00:49Z,RELIANCE,2535.35,181
2025-06-20T10:00:50Z,RELIANCE,2550.25,150
2025-06-20T10:00:51Z,RELIANCE,2572.93,209
2025-06-20T10:00:52Z,RELIANCE,2496.59,598
2025-06-20T10:00:53Z,RELIANCE,2430.72,781
2025-06-20T10:00:54Z,RELIANCE,2505.28,926
2025-06-20T10:00:55Z,RELIANCE,2459.2,262
2025-06-20T10:00:56Z,RELIANCE,2549.68,564
2025-06-20T10:00:57Z,RELIANCE,2575.91,885
2025-06-20T10:00:58Z,RELIANCE,2458.9,139
2025-06-20T10:00:59Z,RELIANCE,2499.66,686
2025-06-20T10:01:00Z,RELIANCE,2401.32,549
2025-06-20T10:01:01Z,RELIANCE,2483.34,647
2025-06-20T10:01:02Z,RELIANCE,2458.86,710
2025-06-20T10:01:03Z,RELIANCE,2498.69,725
2025-06-20T10:01:04Z,RELIANCE,2432.2,941
2025-06-20T10:01:05Z,RELIANCE,2581.12,428
2025-06-20T10:01:06Z,RELIANCE,2557.17,810
2025-06-20T10:01:07Z,RELIANCE,2550.97,394
2025-06-20T10:01:08Z,RELIANCE,2491.52,335
2025-06-20T10:01:09Z,RELIANCE,2435.19,136
2025-06-20T10:01:10Z,RELIANCE,2420.07,271
2025-06-20T10:01:11Z,RELIANCE,2480.62,344
2025-06-20T10:01:12Z,RELIANCE,2525.91,557
2025-06-20T10:01:13Z,RELIANCE,2420.19,996
2025-06-20T10:01:14Z,RELIANCE,2581.95,739
2025-06-20T10:01:15Z,RELIANCE,2449.55,555
2025-06-20T10:01:16Z,RELIANCE,2557.88,687
2025-06-20T10:01:17Z,RELIANCE,2512.16,531
2025-06-20T10:01:18Z,RELIANCE,2493.84,366
2025-06-20T10:01:19Z,RELIANCE,2460.3,560
2025-06-20T10:01:20Z,RELIANCE,2475.63,943
2025-06-20T10:01:21Z,RELIANCE,2570.42,525
2025-06-20T10:01:22Z,RELIANCE,2524.19,734
2025-06-20T10:01:23Z,RELIANCE,2542.92,575
2025-06-20T10:01:24Z,RELIANCE,2502.09,692
2025-06-20T10:01:25Z,RELIANCE,2573.58,101
2025-06-20T10:01:26Z,RELIANCE,2517.91,565
2025-06-20T10:01:27Z,RELIANCE,2491.78,131
2025-06-20T10:01:28Z,RELIANCE,2506.79,797
2025-06-20T10:01:29Z,RELIANCE,2522.75,593
2025-06-20T10:01:30Z,RELIANCE,2402.27,934
2025-06-20T10:01:31Z,RELIANCE,2435.05,759
2025-06-20T10:01:32Z,RELIANCE,2517.96,667
2025-06-20T10:01:33Z,RELIANCE,2539.88,651
2025-06-20T10:01:34Z,RELIANCE,2585.29,548
2025-06-20T10:01:35Z,RELIANCE,2427.24,165
2025-06-20T10:01:36Z,RELIANCE,2455.71,989
2025-06-20T10:01:37Z,RELIANCE,2430.31,766
2025-06-20T10:01:38Z,RELIANCE,2423.82,239
2025-06-20T10:01:39Z,RELIANCE,2515.25,722
2025-06-20T10:01:40Z,RELIANCE,2475.57,618
2025-06-20T10:01:41Z,RELIANCE,2426.84,821
2025-06-20T10:01:42Z,RELIANCE,2419.92,295
2025-06-20T10:01:43Z,RELIANCE,2531.2,230
2025-06-20T10:01:44Z,RELIANCE,2467.69,463
2025-06-20T10:01:45Z,RELIANCE,2431.11,601
2025-06-20T10:01:46Z,RELIANCE,2444.43,878
2025-06-20T10:01:47Z,RELIANCE,2508.64,205
2025-06-20T10:01:48Z,RELIANCE,2500.81,606
2025-06-20T10:01:49Z,RELIANCE,2562.81,381
2025-06-20T10:01:50Z,RELIANCE,2473.22,506
2025-06-20T10:01:51Z,RELIANCE,2464.49,618
2025-06-20T10:01:52Z,RELIANCE,2419.81,671
2025-06-20T10:01:53Z,RELIANCE,2515.54,624
2025-06-20T10:01:54Z,RELIANCE,2424.32,661
2025-06-20T10:01:55Z,RELIANCE,2458.86,463
2025-06-20T10:01:56Z,RELIANCE,2533.45,951
2025-06-20T10:01:57Z,RELIANCE,2556.66,242
2025-06-20T10:01:58Z,RELIANCE,2405.65,545
2025-06-20T10:01:59Z,RELIANCE,2465.28,104
2025-06-20T10:02:00Z,RELIANCE,2440.8,248
2025-06-20T10:02:01Z,RELIANCE,2512.75,651
2025-06-20T10:02:02Z,RELIANCE,2491.97,961
2025-06-20T10:02:03Z,RELIANCE,2455.58,615
2025-06-20T10:02:04Z,RELIANCE,2466.18,432
2025-06-20T10:02:05Z,RELIANCE,2416.68,188
2025-06-20T10:02:06Z,RELIANCE,2457.9,474
