Timestamp,Symbol,Price,Volume
2025-06-20 10:00:00.0,INFY,1563.45,1000.0
2025-06-20 10:00:00.0,INFY,1381.86,957.0
2025-06-20 10:00:01.0,INFY,1381.79,801.0
2025-06-20 10:00:02.0,INFY,1575.0,1100.0
2025-06-20 10:00:02.0,INFY,1305.33,678.0
2025-06-20 10:00:03.0,INFY,1327.3,288.0
2025-06-20 10:00:04.0,INFY,1471.73,303.0
2025-06-20 10:00:05.0,INFY,1388.06,366.0
2025-06-20 10:00:06.0,INFY,1442.35,539.0
2025-06-20 10:00:07.0,INFY,1497.24,792.0
2025-06-20 10:00:08.0,INFY,1493.26,497.0
2025-06-20 10:00:09.0,INFY,1311.36,853.0
2025-06-20 10:00:10.0,INFY,1353.73,559.0
2025-06-20 10:00:11.0,INFY,1314.96,677.0
2025-06-20 10:00:12.0,INFY,1428.67,737.0
2025-06-20 10:00:13.0,INFY,1388.12,731.0
2025-06-20 10:00:14.0,INFY,1311.54,309.0
2025-06-20 10:00:15.0,INFY,1436.67,978.0
2025-06-20 10:00:16.0,INFY,1468.87,134.0
2025-06-20 10:00:17.0,INFY,1383.46,959.0
2025-06-20 10:00:18.0,INFY,1407.2,336.0
2025-06-20 10:00:19.0,INFY,1386.28,967.0
2025-06-20 10:00:20.0,INFY,1454.42,101.0
2025-06-20 10:00:21.0,INFY,1313.91,125.0
2025-06-20 10:00:22.0,INFY,1378.05,668.0
2025-06-20 10:00:23.0,INFY,1373.98,376.0
2025-06-20 10:00:24.0,INFY,1496.66,634.0
2025-06-20 10:00:25.0,INFY,1354.13,834.0
2025-06-20 10:00:26.0,INFY,1468.96,317.0
2025-06-20 10:00:27.0,INFY,1374.37,913.0
2025-06-20 10:00:28.0,INFY,1380.18,704.0
2025-06-20 10:00:29.0,INFY,1486.87,535.0
2025-06-20 10:00:30.0,INFY,1367.55,805.0
2025-06-20 10:00:31.0,INFY,1458.59,228.0
2025-06-20 10:00:32.0,INFY,1379.7,271.0
2025-06-20 10:00:33.0,INFY,1307.47,269.0
2025-06-20 10:00:34.0,INFY,1300.56,968.0
2025-06-20 10:00:35.0,INFY,1426.23,589.0
2025-06-20 10:00:36.0,INFY,1370.0,653.0
2025-06-20 10:00:37.0,INFY,1497.27,814.0
2025-06-20 10:00:38.0,INFY,1435.7,559.0
2025-06-20 10:00:39.0,INFY,1433.62,582.0
2025-06-20 10:00:40.0,INFY,1480.99,505.0
2025-06-20 10:00:41.0,INFY,1336.53,373.0
2025-06-20 10:00:42.0,INFY,1382.89,393.0
2025-06-20 10:00:43.0,INFY,1322.34,477.0
2025-06-20 10:00:44.0,INFY,1408.96,575.0
2025-06-20 10:00:45.0,INFY,1465.89,619.0
2025-06-20 10:00:46.0,INFY,1457.86,431.0
2025-06-20 10:00:47.0,INFY,1324.19,328.0
2025-06-20 10:00:48.0,INFY,1320.54,430.0
2025-06-20 10:00:49.0,INFY,1392.29,304.0
2025-06-20 10:00:50.0,INFY,1351.5,877.0
2025-06-20 10:00:51.0,INFY,1423.15,935.0
2025-06-20 10:00:52.0,INFY,1481.26,213.0
2025-06-20 10:00:53.0,INFY,1472.29,211.0
2025-06-20 10:00:54.0,INFY,1348.2,625.0
2025-06-20 10:00:55.0,INFY,1322.62,211.0
2025-06-20 10:00:56.0,INFY,1483.43,383.0
2025-06-20 10:00:57.0,INFY,1358.52,150.0
2025-06-20 10:00:58.0,INFY,1401.37,704.0
2025-06-20 10:00:59.0,INFY,1395.25,877.0
2025-06-20 10:01:00.0,INFY,1330.05,130.0
2025-06-20 10:01:01.0,INFY,1305.3,575.0
2025-06-20 10:01:02.0,INFY,1485.22,641.0
2025-06-20 10:01:03.0,INFY,1309.73,929.0
2025-06-20 10:01:04.0,INFY,1423.96,734.0
2025-06-20 10:01:05.0,INFY,1403.28,698.0
2025-06-20 10:01:06.0,INFY,1300.07,656.0
2025-06-20 10:01:07.0,INFY,1326.25,816.0
2025-06-20 10:01:08.0,INFY,1437.48,437.0
2025-06-20 10:01:09.0,INFY,1400.63,730.0
2025-06-20 10:01:10.0,INFY,1342.6,724.0
2025-06-20 10:01:11.0,INFY,1373.94,913.0
2025-06-20 10:01:12.0,INFY,1320.69,116.0
2025-06-20 10:01:13.0,INFY,1499.91,489.0
2025-06-20 10:01:14.0,INFY,1417.38,580.0
2025-06-20 10:01:15.0,INFY,1394.8,895.0
2025-06-20 10:01:16.0,INFY,1496.77,896.0
2025-06-20 10:01:17.0,INFY,1479.96,385.0
2025-06-20 10:01:18.0,INFY,1429.66,891.0
2025-06-20 10:01:19.0,INFY,1383.11,298.0
2025-06-20 10:01:20.0,INFY,1438.09,308.0
2025-06-20 10:01:21.0,INFY,1397.22,664.0
2025-06-20 10:01:22.0,INFY,1430.12,976.0
2025-06-20 10:01:23.0,INFY,1386.3,532.0
2025-06-20 10:01:24.0,INFY,1490.03,653.0
2025-06-20 10:01:25.0,INFY,1355.45,980.0
2025-06-20 10:01:26.0,INFY,1363.5,847.0
2025-06-20 10:01:27.0,INFY,1370.7,704.0
2025-06-20 10:01:28.0,INFY,1382.72,873.0
2025-06-20 10:01:29.0,INFY,1398.62,872.0
2025-06-20 10:01:30.0,INFY,1333.99,752.0
2025-06-20 10:01:31.0,INFY,1439.05,790.0
2025-06-20 10:01:32.0,INFY,1322.78,659.0
2025-06-20 10:01:33.0,INFY,1397.45,750.0
2025-06-20 10:01:34.0,INFY,1457.92,724.0
2025-06-20 10:01:35.0,INFY,1413.99,224.0
2025-06-20 10:01:36.0,INFY,1480.86,514.0
2025-06-20 10:01:37.0,INFY,1464.88,460.0
2025-06-20 10:01:38.0,INFY,1467.95,143.0
2025-06-20 10:01:39.0,INFY,1465.6,432.0
2025-06-20 10:01:40.0,INFY,1314.7,967.0
2025-06-20 10:01:41.0,INFY,1383.96,517.0
2025-06-20 10:01:42.0,INFY,1441.13,885.0
2025-06-20 10:01:43.0,INFY,1441.32,730.0
2025-06-20 10:01:44.0,INFY,1384.93,812.0
2025-06-20 10:01:45.0,INFY,1451.26,823.0
2025-06-20 10:01:46.0,INFY,1455.2,398.0
2025-06-20 10:01:47.0,INFY,1484.44,574.0
2025-06-20 10:01:48.0,INFY,1459.74,252.0
2025-06-20 10:01:49.0,INFY,1436.3,814.0
2025-06-20 10:01:50.0,INFY,1420.65,148.0
2025-06-20 10:01:51.0,INFY,1477.64,475.0
2025-06-20 10:01:52.0,INFY,1374.79,937.0
2025-06-20 10:01:53.0,INFY,1476.43,426.0
2025-06-20 10:01:54.0,INFY,1388.64,443.0
2025-06-20 10:01:55.0,INFY,1379.49,674.0
