Timestamp,Symbol,Price,Volume
2025-06-20 10:00:00.0,RELIANCE,2480.0,700.0
2025-06-20 10:00:00.0,RELIANCE,2519.55,339.0
2025-06-20 10:00:01.0,RELIANCE,2494.69,885.0
2025-06-20 10:00:02.0,RELIANCE,2517.05,726.0
2025-06-20 10:00:03.0,RELIANCE,2547.49,386.0
2025-06-20 10:00:04.0,RELIANCE,2550.82,807.0
2025-06-20 10:00:05.0,RELIANCE,2568.66,743.0
2025-06-20 10:00:06.0,RELIANCE,2541.24,389.0
2025-06-20 10:00:07.0,RELIANCE,2400.05,608.0
2025-06-20 10:00:08.0,RELIANCE,2578.66,761.0
2025-06-20 10:00:09.0,RELIANCE,2420.24,766.0
2025-06-20 10:00:10.0,RELIANCE,2466.09,664.0
2025-06-20 10:00:11.0,RELIANCE,2591.77,688.0
2025-06-20 10:00:12.0,RELIANCE,2519.91,465.0
2025-06-20 10:00:13.0,RELIANCE,2427.26,781.0
2025-06-20 10:00:14.0,RELIANCE,2466.73,548.0
2025-06-20 10:00:15.0,RELIANCE,2526.74,834.0
2025-06-20 10:00:16.0,RELIANCE,2575.7,911.0
2025-06-20 10:00:17.0,RELIANCE,2476.96,212.0
2025-06-20 10:00:18.0,RELIANCE,2492.26,583.0
2025-06-20 10:00:19.0,RELIANCE,2581.63,736.0
2025-06-20 10:00:20.0,RELIANCE,2547.49,398.0
2025-06-20 10:00:21.0,RELIANCE,2559.08,945.0
2025-06-20 10:00:22.0,RELIANCE,2450.72,575.0
2025-06-20 10:00:23.0,RELIANCE,2401.71,706.0
2025-06-20 10:00:24.0,RELIANCE,2459.22,927.0
2025-06-20 10:00:25.0,RELIANCE,2462.45,961.0
2025-06-20 10:00:26.0,RELIANCE,2485.3,572.0
2025-06-20 10:00:27.0,RELIANCE,2404.3,303.0
2025-06-20 10:00:28.0,RELIANCE,2545.95,976.0
2025-06-20 10:00:29.0,RELIANCE,2521.66,599.0
2025-06-20 10:00:30.0,RELIANCE,2490.22,956.0
2025-06-20 10:00:31.0,RELIANCE,2589.23,280.0
2025-06-20 10:00:32.0,RELIANCE,2510.88,285.0
2025-06-20 10:00:33.0,RELIANCE,2473.22,976.0
2025-06-20 10:00:34.0,RELIANCE,2482.88,256.0
2025-06-20 10:00:35.0,RELIANCE,2512.69,980.0
2025-06-20 10:00:36.0,RELIANCE,2400.42,274.0
2025-06-20 10:00:37.0,RELIANCE,2455.47,551.0
2025-06-20 10:00:38.0,RELIANCE,2523.08,457.0
2025-06-20 10:00:39.0,RELIANCE,2463.72,615.0
2025-06-20 10:00:40.0,RELIANCE,2587.88,845.0
2025-06-20 10:00:41.0,RELIANCE,2471.93,380.0
2025-06-20 10:00:42.0,RELIANCE,2561.67,585.0
2025-06-20 10:00:43.0,RELIANCE,2509.06,357.0
2025-06-20 10:00:44.0,RELIANCE,2435.34,245.0
2025-06-20 10:00:45.0,RELIANCE,2458.57,862.0
2025-06-20 10:00:46.0,RELIANCE,2521.34,722.0
2025-06-20 10:00:47.0,RELIANCE,2426.21,881.0
2025-06-20 10:00:48.0,RELIANCE,2569.02,279.0
2025-06-20 10:00:49.0,RELIANCE,2535.35,181.0
2025-06-20 10:00:50.0,RELIANCE,2550.25,150.0
2025-06-20 10:00:51.0,RELIANCE,2572.93,209.0
2025-06-20 10:00:52.0,RELIANCE,2496.59,598.0
2025-06-20 10:00:53.0,RELIANCE,2430.72,781.0
2025-06-20 10:00:54.0,RELIANCE,2505.28,926.0
2025-06-20 10:00:55.0,RELIANCE,2459.2,262.0
2025-06-20 10:00:56.0,RELIANCE,2549.68,564.0
2025-06-20 10:00:57.0,RELIANCE,2575.91,885.0
2025-06-20 10:00:58.0,RELIANCE,2458.9,139.0
2025-06-20 10:00:59.0,RELIANCE,2499.66,686.0
2025-06-20 10:01:00.0,RELIANCE,2401.32,549.0
2025-06-20 10:01:01.0,RELIANCE,2483.34,647.0
2025-06-20 10:01:02.0,RELIANCE,2458.86,710.0
2025-06-20 10:01:03.0,RELIANCE,2498.69,725.0
2025-06-20 10:01:04.0,RELIANCE,2432.2,941.0
2025-06-20 10:01:05.0,RELIANCE,2581.12,428.0
2025-06-20 10:01:06.0,RELIANCE,2557.17,810.0
2025-06-20 10:01:07.0,RELIANCE,2550.97,394.0
2025-06-20 10:01:08.0,RELIANCE,2491.52,335.0
2025-06-20 10:01:09.0,RELIANCE,2435.19,136.0
2025-06-20 10:01:10.0,RELIANCE,2420.07,271.0
2025-06-20 10:01:11.0,RELIANCE,2480.62,344.0
2025-06-20 10:01:12.0,RELIANCE,2525.91,557.0
2025-06-20 10:01:13.0,RELIANCE,2420.19,996.0
2025-06-20 10:01:14.0,RELIANCE,2581.95,739.0
2025-06-20 10:01:15.0,RELIANCE,2449.55,555.0
